,meter_id,date,month,year,num_rdngs_dd,num_rdngs_mm,num_rdngs_yy,daily_mwh,monthly_mwh,yearly_mwh,num_gap_dd,num_gap_mm,num_gap_yy,season,num_days_mm,monthly_avg_mwh,weekday,num_wkdays_mm,num_wkends_mm,monthly_wkday_avg,monthly_wkend_avg
16684826,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-18,4,2017,48.0,1440.0,16176.0,7.326000000000001,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
16840730,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-19,4,2017,48.0,1440.0,16176.0,7.842999999999999,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
16996634,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-20,4,2017,48.0,1440.0,16176.0,6.433999999999998,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
17152538,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-21,4,2017,48.0,1440.0,16176.0,6.813999999999999,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
17308442,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-22,4,2017,48.0,1440.0,16176.0,7.436000000000003,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,0.0,20.0,10.0,,7.5128
17464346,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-23,4,2017,48.0,1440.0,16176.0,8.776000000000003,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,0.0,20.0,10.0,,7.5128
17620250,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-24,4,2017,48.0,1440.0,16176.0,7.057000000000002,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
17776154,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-25,4,2017,48.0,1440.0,16176.0,6.690000000000001,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
17932058,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-26,4,2017,48.0,1440.0,16176.0,7.553,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
18087962,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-27,4,2017,48.0,1440.0,16176.0,5.981000000000001,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
18243866,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-28,4,2017,48.0,1440.0,16176.0,6.485999999999999,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,1.0,20.0,10.0,6.858399999999999,
18399770,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-29,4,2017,48.0,1440.0,16176.0,9.136999999999997,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,0.0,20.0,10.0,,7.5128
18555674,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-04-30,4,2017,48.0,1440.0,16176.0,5.964000000000001,212.2960000000001,2560.9210000000144,0.0,0.0,1344.0,Spring,30,7.076533333333337,0.0,20.0,10.0,,7.5128
18711578,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-01,5,2017,48.0,1200.0,16176.0,7.514999999999999,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
18867482,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-02,5,2017,48.0,1200.0,16176.0,9.492999999999997,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
19023386,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-03,5,2017,48.0,1200.0,16176.0,6.843,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
19179290,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-04,5,2017,48.0,1200.0,16176.0,6.72,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
19335194,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-05,5,2017,48.0,1200.0,16176.0,7.594000000000002,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
19491098,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-06,5,2017,48.0,1200.0,16176.0,7.932000000000001,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,0.0,23.0,8.0,,5.385125000000001
19647002,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-07,5,2017,48.0,1200.0,16176.0,8.896,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,0.0,23.0,8.0,,5.385125000000001
19802906,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-08,5,2017,48.0,1200.0,16176.0,7.642,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
19958810,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-09,5,2017,48.0,1200.0,16176.0,7.221000000000001,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
20114714,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-10,5,2017,48.0,1200.0,16176.0,5.982,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
20270618,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-11,5,2017,48.0,1200.0,16176.0,6.870000000000002,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
20426522,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-12,5,2017,48.0,1200.0,16176.0,8.41,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
20582426,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-13,5,2017,48.0,1200.0,16176.0,6.175000000000001,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,0.0,23.0,8.0,,5.385125000000001
20738330,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-14,5,2017,48.0,1200.0,16176.0,6.071,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,0.0,23.0,8.0,,5.385125000000001
20894234,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-15,5,2017,48.0,1200.0,16176.0,6.773000000000002,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
21050138,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-16,5,2017,0.0,1200.0,16176.0,0.0,180.25699999999955,2560.9210000000144,48.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
21206042,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-17,5,2017,0.0,1200.0,16176.0,0.0,180.25699999999955,2560.9210000000144,48.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
21361946,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-18,5,2017,48.0,1200.0,16176.0,8.174000000000001,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
21517850,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-19,5,2017,48.0,1200.0,16176.0,7.629000000000001,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
21673754,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-20,5,2017,48.0,1200.0,16176.0,6.017000000000004,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,0.0,23.0,8.0,,5.385125000000001
21829658,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-21,5,2017,0.0,1200.0,16176.0,0.0,180.25699999999955,2560.9210000000144,48.0,288.0,1344.0,Spring,31,7.210279999999981,0.0,23.0,8.0,,5.385125000000001
21985562,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-22,5,2017,48.0,1200.0,16176.0,7.497,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
22141466,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-23,5,2017,48.0,1200.0,16176.0,6.527000000000002,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
22297370,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-24,5,2017,0.0,1200.0,16176.0,0.0,180.25699999999955,2560.9210000000144,48.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
22453274,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-25,5,2017,0.0,1200.0,16176.0,0.0,180.25699999999955,2560.9210000000144,48.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
22609178,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-26,5,2017,48.0,1200.0,16176.0,6.364,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
22765082,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-27,5,2017,0.0,1200.0,16176.0,0.0,180.25699999999955,2560.9210000000144,48.0,288.0,1344.0,Spring,31,7.210279999999981,0.0,23.0,8.0,,5.385125000000001
22920986,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-28,5,2017,48.0,1200.0,16176.0,7.99,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,0.0,23.0,8.0,,5.385125000000001
23076890,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-29,5,2017,48.0,1200.0,16176.0,7.139000000000001,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
23232794,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-30,5,2017,48.0,1200.0,16176.0,6.625000000000001,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
23388698,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-05-31,5,2017,48.0,1200.0,16176.0,6.1579999999999995,180.25699999999955,2560.9210000000144,0.0,288.0,1344.0,Spring,31,7.210279999999981,1.0,23.0,8.0,5.964173913043479,
23544602,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-01,6,2017,48.0,1440.0,16176.0,6.162000000000001,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
23700506,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-02,6,2017,48.0,1440.0,16176.0,7.5310000000000015,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
23856410,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-03,6,2017,48.0,1440.0,16176.0,5.6129999999999995,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,0.0,22.0,8.0,,6.407125
24012314,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-04,6,2017,48.0,1440.0,16176.0,5.612,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,0.0,22.0,8.0,,6.407125
24168218,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-05,6,2017,48.0,1440.0,16176.0,6.6770000000000005,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
24324122,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-06,6,2017,48.0,1440.0,16176.0,7.874,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
24480026,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-07,6,2017,48.0,1440.0,16176.0,6.284000000000001,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
24635930,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-08,6,2017,48.0,1440.0,16176.0,6.319,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
24791834,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-09,6,2017,48.0,1440.0,16176.0,8.004999999999997,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
24947738,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-10,6,2017,48.0,1440.0,16176.0,6.864,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,0.0,22.0,8.0,,6.407125
25103642,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-11,6,2017,48.0,1440.0,16176.0,7.9620000000000015,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,0.0,22.0,8.0,,6.407125
25259546,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-12,6,2017,48.0,1440.0,16176.0,7.29,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
25415450,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-13,6,2017,48.0,1440.0,16176.0,6.380000000000002,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
25571354,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-14,6,2017,48.0,1440.0,16176.0,7.444999999999999,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
25727258,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-15,6,2017,48.0,1440.0,16176.0,7.231,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
25883162,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-16,6,2017,48.0,1440.0,16176.0,6.939000000000001,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
26039066,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-17,6,2017,48.0,1440.0,16176.0,6.878999999999998,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,0.0,22.0,8.0,,6.407125
26194970,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-18,6,2017,48.0,1440.0,16176.0,5.742,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,0.0,22.0,8.0,,6.407125
26350874,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-19,6,2017,48.0,1440.0,16176.0,6.903999999999999,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
26506778,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-20,6,2017,48.0,1440.0,16176.0,6.171,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
26662682,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-21,6,2017,48.0,1440.0,16176.0,6.217999999999999,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
26818586,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-22,6,2017,48.0,1440.0,16176.0,6.724000000000001,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
26974490,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-23,6,2017,48.0,1440.0,16176.0,8.027999999999999,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
27130394,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-24,6,2017,48.0,1440.0,16176.0,6.19,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,0.0,22.0,8.0,,6.407125
27286298,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-25,6,2017,48.0,1440.0,16176.0,6.3950000000000005,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,0.0,22.0,8.0,,6.407125
27442202,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-26,6,2017,48.0,1440.0,16176.0,6.686,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
27598106,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-27,6,2017,48.0,1440.0,16176.0,6.802000000000001,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
27754010,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-28,6,2017,48.0,1440.0,16176.0,9.024,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
27909914,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-29,6,2017,48.0,1440.0,16176.0,6.778,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
28065818,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-06-30,6,2017,48.0,1440.0,16176.0,6.5729999999999995,205.3019999999998,2560.9210000000144,0.0,0.0,1344.0,Summer,30,6.843399999999994,1.0,22.0,8.0,7.002045454545455,
28221722,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-01,7,2017,48.0,1440.0,16176.0,7.653,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
28377626,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-02,7,2017,0.0,1440.0,16176.0,0.0,210.69400000000033,2560.9210000000144,48.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
28533530,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-03,7,2017,48.0,1440.0,16176.0,6.857000000000001,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
28689434,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-04,7,2017,48.0,1440.0,16176.0,5.973000000000001,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
28845338,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-05,7,2017,48.0,1440.0,16176.0,7.718,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
29001242,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-06,7,2017,48.0,1440.0,16176.0,5.900000000000001,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
29157146,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-07,7,2017,48.0,1440.0,16176.0,7.536,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
29313050,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-08,7,2017,48.0,1440.0,16176.0,8.388000000000002,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
29468954,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-09,7,2017,48.0,1440.0,16176.0,5.645999999999997,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
29624858,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-10,7,2017,48.0,1440.0,16176.0,7.583,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
29780762,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-11,7,2017,48.0,1440.0,16176.0,8.253000000000004,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
29936666,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-12,7,2017,48.0,1440.0,16176.0,7.26,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
30092570,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-13,7,2017,48.0,1440.0,16176.0,6.788000000000003,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
30248474,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-14,7,2017,48.0,1440.0,16176.0,6.228999999999999,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
30404378,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-15,7,2017,48.0,1440.0,16176.0,6.730999999999999,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
30560282,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-16,7,2017,48.0,1440.0,16176.0,6.051000000000002,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
30716186,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-17,7,2017,48.0,1440.0,16176.0,8.126999999999999,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
30872090,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-18,7,2017,48.0,1440.0,16176.0,6.275000000000001,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
31027994,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-19,7,2017,48.0,1440.0,16176.0,6.451999999999999,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
31183898,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-20,7,2017,48.0,1440.0,16176.0,6.582,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
31339802,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-21,7,2017,48.0,1440.0,16176.0,7.82,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
31495706,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-22,7,2017,48.0,1440.0,16176.0,6.148000000000001,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
31651610,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-23,7,2017,48.0,1440.0,16176.0,7.808999999999998,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
31807514,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-24,7,2017,48.0,1440.0,16176.0,7.958,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
31963418,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-25,7,2017,48.0,1440.0,16176.0,6.596999999999999,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
32119322,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-26,7,2017,48.0,1440.0,16176.0,6.897000000000003,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
32275226,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-27,7,2017,48.0,1440.0,16176.0,6.787,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
32431130,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-28,7,2017,48.0,1440.0,16176.0,6.584999999999999,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
32587034,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-29,7,2017,48.0,1440.0,16176.0,6.4600000000000035,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
32742938,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-30,7,2017,48.0,1440.0,16176.0,8.056,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,0.0,21.0,10.0,,6.294199999999999
32898842,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-07-31,7,2017,48.0,1440.0,16176.0,7.575000000000001,210.69400000000033,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.0231333333333446,1.0,21.0,10.0,7.035809523809524,
33054746,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-01,8,2017,48.0,1440.0,16176.0,6.997999999999999,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
33210650,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-02,8,2017,48.0,1440.0,16176.0,6.226000000000002,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
33366554,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-08-03,8,2017,48.0,1440.0,16176.0,7.216000000000001,211.19100000000003,2560.9210000000144,0.0,48.0,1344.0,Summer,31,7.039700000000001,1.0,23.0,8.0,6.685826086956522,
